Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Color,Vehicle Year,Violation Description,Street Name,Violation County,Fine Amount
4101308249,AEA9504,NY,PAS,08/05/13,40,SUV,VOLVO,GREEN,2005,Fire Hydrant,FORDHAM RD,Brooklyn,115
7921262641,,NY,PAS,03-30-2014,20,SUV,CHEVROLET,WHITE,2002,No Parking - Day/Time Limits,PARK AVE,Brooklyn,65
9835879150,YMA9712,NJ,OMS,09/03/13,71,SUV,NISSAN,,2000,Inspection Sticker Expired,ATLANTIC AVE,Queens,65
4504358997,,NY,PAS,09/04/13,21,PICK,BMW,BROWN,2012,No Parking - Street Cleaning,ATLANTIC AVE,Bronx,65
8833727382,RLR5736,CT,PAS,06/03/14,40,SUV,TOYOTA,WHITE,2007,Fire Hydrant,BEDFORD AVE,Bronx,115
9440587694,ZQP0328,NJ,COM,03/01/14,38,SUBN,VOLVO,BLACK,1999,Failure to Display Muni Meter Receipt,BEDFORD AVE,Bronx,65
6054039371,XKQ6114,NJ,PAS,04/08/14,40,SUV,JEEP,BLACK,2004,Fire Hydrant,COLUMBUS AVE,Queens,115
5173010454,NCU1392,NY,pas,23/09/13,71,TAXI,HONDA,blue,,Inspection Sticker Expired,FORDHAM RD,,65
8103123072,UHB9241,TX,PAS,11/13/2013,21,SDN,INFINITI,SILVER,2002,No Parking - Street Cleaning,5TH AVE,Manhattan,65
3366002146,GEH8891,NY,PAS,03/28/2014,37,SUV,AUDI,ORANGE,2004,Expired Muni Meter,RICHMOND AVE,Bronx,65
8803298579,YTX4948,CT,PAS,05/07/14,21,SDN,BMW,BLACK,2002,No Parking - Street Cleaning,LEXINGTON AVE,Queens,65
6242604762,XLN8989,NY,pas,02/02/14,21,SUBN,NISSAN,GREEN,2013,No Parking - Street Cleaning,MADISON AVE,Manhattan,65
2154459322,LQY0384,PA,PAS,10/17/2013,19,SUV,TOYOTA,BLACK,2009,No Standing - Bus Stop,ATLANTIC AVE,Manhattan,115
8528638280,ZGC4255,,OMS,04/03/14,46,SDN,MERCEDES,black,2005,Double Parking,MADISON AVE,Queens,115
5963442336,FMB1581,NJ,PAS,,14,DELV,TOYOTA,GRAY,2001,No Standing - Day/Time Limits,hillside ave,Manhattan,115
8414342463,JSN1899,NY,PAS,10/11/13,40,SUV,MERCEDES,WHITE,2010,Fire Hydrant,NOSTRAND AVE,Manhattan,115
2583296780,ALH4530,CT,PAS,12/07/13,46,SUV,MERCEDES,GRAY,2013,Double Parking,RICHMOND AVE,Brooklyn,115
9169749967,LKP9891,NY,PAS,01/21/2014,20,SUV,VOLKSWAGEN,BLACK,2008,No Parking - Day/Time Limits,RICHMOND AVE,Queens,65
5697367349,ZUZ6919,NJ,PAS,06/09/14,36,SUV,HYUNDAI,WHITE,2003,Exceeding Parking Time Limit,RICHMOND AVE,Queens,65
6074562019,UCJ8991,NY,PAS,05/29/2014,36,SDN,HONDA,GREEN,2008,Exceeding Parking Time Limit,AMSTERDAM AVE,Manhattan,65
4703774386,AUL5571,NJ,COM,01/08/14,38,DELV,SUBARU,GRAY,2006,Failure to Display Muni Meter Receipt,HILLSIDE AVE,Queens,65
4133092725,SEU3057,NY,COM,02/10/14,20,SUV,MERCEDES,BK,2013,No Parking - Day/Time Limits,FULTON ST,Manhattan,65
8076234670,,NY,COM,03/22/2014,20,VAN,MERCEDES,BROWN,2014,No Parking - Day/Time Limits,FULTON ST,Brooklyn,65
5385364784,YVF6090,PA,PAS,02/17/2014,38,SDN,HONDA,WHITE,,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Queens,65
3610575957,GVZ8461,PA,PAS,08/31/2013,21,SUBN,VOLKSWAGEN,GRAY,2000,No Parking - Street Cleaning,MADISON AVE,Queens,0
1298303177,LYG8688,NJ,PAS,11/04/13,14,PICK,KIA,SILVER,2006,No Standing - Day/Time Limits,JAMAICA AVE,Bronx,115
5604414067,VAM0049,CA,OMT,10/24/2013,21,SUV,AUDI,BLUE,2006,No Parking - Street Cleaning,BROADWAY,Queens,65
6348324494,GFW0025,NY,PAS,08/02/13,21,SDN,MAZDA,BROWN,,No Parking - Street Cleaning,ATLANTIC AVE,Queens,65
9462741141,RZX2346,NY,PAS,12/21/2013,40,SDN,FORD,SILVER,,Fire Hydrant,LEXINGTON AVE,Manhattan,115
3262496662,WKN7489,NY,pas,07/11/13,20,DELV,VOLKSWAGEN,WHITE,1999,No Parking - Day/Time Limits,MADISON AVE,Brooklyn,65
4470302359,SVV7235,NY,PAS,04/28/2014,71,SDN,BMW,GRAY,1999,Inspection Sticker Expired,JAMAICA AVE,Manhattan,65
3591125930,NGN4015,NY,OMS,04/10/14,20,BUS,HONDA,BROWN,2000,No Parking - Day/Time Limits,GRAND CONCOURSE,Manhattan,65
6917928636,RGT6512,NJ,PAS,10/26/2013,14,SDN,NISSAN,RED,2001,No Standing - Day/Time Limits,AMSTERDAM AVE,Staten Island,115
1088974176,PBD2288,NY,PAS,28/04/14,21,SUV,HYUNDAI,GREEN,2007,No Parking - Street Cleaning,BROADWAY,Brooklyn,65
4550057836,WYC5048,NY,PAS,10/21/2013,46,SUV,FORD,RED,2005,Double Parking,LEXINGTON AVE,,115
1187862051,ZRA7927,NJ,PAS,07/04/13,40,SDN,,WHITE,1999,Fire Hydrant,FULTON ST,Queens,
5654007427,YMJ8274,NY,TRC,08/06/13,46,SUBN,HONDA,ORANGE,2002,Double Parking,5TH AVE,Bronx,115
5150487885,KHL5200,NY,PAS,06/28/2014,83,VAN,CHEVROLET,BROWN,2002,Improper Registration,,,65
4038499343,TJR4764,NY,PAS,05/20/2014,21,VAN,HONDA,,2003,No Parking - Street Cleaning,NOSTRAND AVE,Queens,65
1868964847,YVT3843,VA,PAS,07/31/2013,40,SUBN,HONDA,WHITE,2011,Fire Hydrant,FLATBUSH AVE,Brooklyn,115
5995667352,DNT3653,NY,PAS,10/26/2013,20,DELV,CHEVROLET,SILVER,2005,No Parking - Day/Time Limits,MADISON AVE,Manhattan,65
6719849840,YBJ2655,PA,COM,08/04/13,83,VAN,VOLVO,BLUE,2013,Improper Registration,PARK AVE,Queens,65
1663629664,NZM2214,NY,PAS,07/17/2013,37,SDN,audi,GRAY,2013,Expired Muni Meter,HILLSIDE AVE,Manhattan,65
9829918066,PSK6557,NY,PAS,12/17/2013,19,SUV,FORD,WHITE,1998,No Standing - Bus Stop,AMSTERDAM AVE,Manhattan,
8267261623,NUG0814,NY,PAS,08/06/13,14,SDN,MAZDA,GRAY,2006,No Standing - Day/Time Limits,BROADWAY,Queens,115
1528605335,EAD8200,NJ,PAS,03/21/2014,36,SDN,NISSAN,BLACK,2003,Exceeding Parking Time Limit,RICHMOND AVE,Manhattan,65
4543025495,ZVF8811,IL,PAS,10/30/2013,21,VAN,CHEVROLET,BLACK,2004,No Parking - Street Cleaning,BROADWAY,Bronx,65
2274482118,GAJ5353,NY,PAS,11/20/2013,21,,,SILVER,2013,No Parking - Street Cleaning,NOSTRAND AVE,Staten Island,65
8887636081,GDK3244,NY,PAS,06/08/14,74,SUBN,CHEVROLET,BROWN,2002,Missing Required Equipment,NOSTRAND AVE,Bronx,65
1609176803,LYF0455,NY,PAS,03/06/14,19,,HONDA,SILVER,2004,No Standing - Bus Stop,FORDHAM RD,Brooklyn,115
4917727278,LYR3999,NY,PAS,10/18/2013,21,SDN,CHEVROLET,RED,2005,No Parking - Street Cleaning,,Manhattan,65
1103082975,XRE8757,PA,PAS,04/03/14,21,SUV,BMW,RED,1999,No Parking - Street Cleaning,HILLSIDE AVE,Bronx,65
7129500003,LGM5193,NY,PAS,09/06/13,21,SUBN,BMW,SILVER,2013,No Parking - Street Cleaning,BROADWAY,Brooklyn,65
5927944597,CQP1871,NY,PAS,04/19/2014,21,SDN,audi,BLACK,2004,No Parking - Street Cleaning,HILLSIDE AVE,Staten Island,65
8109736800,YHM7118,CA,PAS,04/22/2014,40,DELV,FORD,BLACK,2012,Fire Hydrant,HILLSIDE AVE,Staten Island,115
5777758858,NDN3194,NY,PAS,02/28/2014,83,SUV,HYUNDAI,BLACK,1999,Improper Registration,AMSTERDAM AVE,Bronx,
1473029049,PWX0806,nj,COM,11/02/13,38,SUBN,MERCEDES,BROWN,2000,Failure to Display Muni Meter Receipt,jamaica ave,Manhattan,65
9400307779,WVQ0768,NJ,PAS,02/28/2014,37,MC,VOLVO,BLUE,2012,Expired Muni Meter,,Brooklyn,65
2534625773,WWE9411,NY,PAS,01/25/2014,37,SUV,CHEVROLET,SILVER,2008,Expired Muni Meter,NOSTRAND AVE,Bronx,65
7939364770,VRP6873,NY,pas,10/06/13,20,SDN,DODGE,BROWN,2010,No Parking - Day/Time Limits,5TH AVE,Brooklyn,65
5803280863,VTL1034,NY,PAS,08/18/2013,71,SDN,LEXUS,BROWN,1998,Inspection Sticker Expired,PARK AVE,Manhattan,65
4950827048,VQZ3527,MD,PAS,,46,SDN,NISSAN,YELLOW,2009,Double Parking,BROADWAY,Queens,115
4846514715,HSC2263,CT,PAS,06/03/14,40,VAN,NISSAN,BLACK,2010,Fire Hydrant,FORDHAM RD,Bronx,115
3596335142,QNG6808,NY,PAS,02/06/14,46,SDN,TOYOTA,RED,2000,Double Parking,GRAND CONCOURSE,Queens,115
6059762573,EYB2096,NJ,COM,12/29/2013,20,SDN,MAZDA,,2004,No Parking - Day/Time Limits,MADISON AVE,Queens,0
7573364292,Feb-57,NJ,PAS,02/02/14,71,VAN,TOYOTA,RED,2009,Inspection Sticker Expired,GRAND CONCOURSE,Manhattan,65
3575311720,,NY,PAS,01/27/2014,36,SUV,MERCEDES,BLACK,2013,Exceeding Parking Time Limit,NOSTRAND AVE,Queens,65
8213111159,AYE0640,NY,PAS,02/25/2014,14,SUBN,FORD,RED,2000,No Standing - Day/Time Limits,GRAND CONCOURSE,Staten Island,115
8806371697,FHS9184,NJ,PAS,07-28-2013,37,SUV,CHEVROLET,GRAY,2005,Expired Muni Meter,BEDFORD AVE,Manhattan,-65
5741311316,MJG3444,NY,,06/10/14,21,SUV,NISSAN,GREEN,2004,No Parking - Street Cleaning,FLATBUSH AVE,Brooklyn,65
9230163877,HPC4094,PA,PAS,05/31/2014,37,SUV,DODGE,BLUE,2001,Expired Muni Meter,5TH AVE,Bronx,
8137083361,XFF7712,NJ,COM,05/27/2014,14,SUV,CHEVROLET,BLACK,2000,No Standing - Day/Time Limits,GRAND CONCOURSE,Queens,115
9301664265,BDB0622,NY,PAS,08/20/2013,21,PICK,infiniti,WHITE,2010,No Parking - Street Cleaning,COLUMBUS AVE,Queens,65
3816872014,RPL4856,FL,COM,08/01/13,14,SDN,MERCEDES,RED,2013,No Standing - Day/Time Limits,PARK AVE,,115
2375489059,NXV4285,NY,PAS,01/23/2014,46,SDN,HONDA,SILVER,2010,Double Parking,5TH AVE,,115
6972579708,QQB4161,TX,PAS,12/21/2013,21,SUV,HONDA,SILVER,2002,No Parking - Street Cleaning,BEDFORD AVE,Manhattan,65
1289109870,QPU3602,NY,PAS,08/25/2013,19,SDN,HYUNDAI,BLUE,2014,No Standing - Bus Stop,ATLANTIC AVE,Bronx,115
7776783557,UCY1187,NJ,PAS,11/05/13,21,VAN,TOYOTA,GREEN,1998,No Parking - Street Cleaning,BEDFORD AVE,Bronx,65
2196045940,THC0223,CT,OMT,10/07/13,98,SUV,BMW,BLACK,2004,Blocking Intersection,BROADWAY,Bronx,115
5683434276,KGF1784,NY,,10/06/13,38,SDN,HONDA,SILVER,2007,Failure to Display Muni Meter Receipt,BROADWAY,Bronx,65
5272511859,DSZ7641,NY,PAS,04/01/14,14,SUV,CHEVROLET,BLUE,2006,No Standing - Day/Time Limits,,Brooklyn,115
6948604439,YKN3406,NY,PAS,02/15/2014,14,SDN,AUDI,GREEN,2001,No Standing - Day/Time Limits,FULTON ST,Brooklyn,115
6666418113,YYH4091,NJ,PAS,09/10/13,37,SDN,CHEVROLET,BLACK,2010,Expired Muni Meter,NOSTRAND AVE,Bronx,65
7115312186,FAQ8629,NY,PAS,02/02/14,46,SUBN,HONDA,WHITE,2012,Double Parking,HILLSIDE AVE,Queens,115
2432221894,TLY9823,OH,PAS,10/02/13,38,DELV,HONDA,BLACK,2003,Failure to Display Muni Meter Receipt,BEDFORD AVE,Queens,65
6351134654,MPH4028,CT,PAS,11/20/2013,14,SUV,FORD,YELLOW,2010,No Standing - Day/Time Limits,LEXINGTON AVE,,-115
7587494767,FTV3774,NY,PAS,,20,SUV,,GRAY,2011,No Parking - Day/Time Limits,FULTON ST,Bronx,65
4527904178,GVB2421,NJ,PAS,11/05/13,36,VAN,MERCEDES,GRAY,2002,Exceeding Parking Time Limit,RICHMOND AVE,Brooklyn,65
2651961479,EZU8517,NY,COM,08/08/13,40,SDN,MERCEDES,WHITE,2006,Fire Hydrant,BROADWAY,Brooklyn,115
4213853162,KSJ8353,FL,IRP,02/12/14,14,SUV,TOYOTA,WHITE,2003,No Standing - Day/Time Limits,AMSTERDAM AVE,Manhattan,115
4019762806,BYY9227,NY,PAS,04/08/14,40,SUV,CHEVROLET,RED,2014,Fire Hydrant,,Queens,0
6305113826,PKG2101,NY,PAS,08/20/2013,37,SUBN,CHEVROLET,,2000,Expired Muni Meter,LEXINGTON AVE,Manhattan,65
1012309827,DCG3968,NY,PAS,07/26/2013,37,,FORD,,2003,Expired Muni Meter,GRAND CONCOURSE,Brooklyn,65
5368645970,RFK0014,GA,PAS,05-30-2014,40,SUV,MERCEDES,WHITE,2010,Fire Hydrant,FORDHAM RD,,
7693167380,EWB0715,NY,PAS,04/03/14,21,SUBN,FORD,BLACK,2007,No Parking - Street Cleaning,JAMAICA AVE,Manhattan,65
5112928418,AUJ7391,NY,COM,07/08/13,21,SUV,CHEVROLET,BLUE,2012,No Parking - Street Cleaning,5TH AVE,Queens,
4955252994,QJC9695,,PAS,08-17-2013,14,SUBN,JEEP,WHITE,2014,No Standing - Day/Time Limits,BROADWAY,Manhattan,115
6795403548,PAV6681,NY,COM,10/30/2013,14,SUBN,HONDA,BROWN,2006,No Standing - Day/Time Limits,MADISON AVE,Manhattan,115
4517623123,PNF9244,NY,PAS,09/24/2013,36,SUV,NISSAN,white,2010,Exceeding Parking Time Limit,LEXINGTON AVE,Bronx,65
6560682527,BZN3393,NJ,COM,01/25/2014,20,SDN,BMW,WHITE,1999,No Parking - Day/Time Limits,ATLANTIC AVE,Brooklyn,65
9216074478,PLS0962,NY,OMT,03/06/14,40,SDN,FORD,GRAY,2008,Fire Hydrant,BROADWAY,Manhattan,115
2041518442,DSJ7531,NY,OMT,03/04/14,19,DELV,HYUNDAI,YELLOW,2007,No Standing - Bus Stop,FULTON ST,Brooklyn,115
4555467593,LPV3582,NY,PAS,10/18/2013,20,VAN,MERCEDES,BLACK,2009,No Parking - Day/Time Limits,NOSTRAND AVE,Queens,65
9829875790,DLV4638,NY,COM,01/22/2014,46,van,BMW,RED,2004,Double Parking,NOSTRAND AVE,Manhattan,115
1591852141,NTT4064,NY,PAS,07-31-2013,21,PICK,NISSAN,,2012,No Parking - Street Cleaning,FORDHAM RD,Queens,65
4023497467,SFR8941,NJ,PAS,09/23/2013,14,VAN,,WHITE,2003,No Standing - Day/Time Limits,PARK AVE,Manhattan,115
9703093578,YHT3598,NY,PAS,01/11/14,98,VAN,ACURA,BLACK,2012,Blocking Intersection,FORDHAM RD,Manhattan,115
9439237908,NPU7699,NY,OMS,07/02/13,46,SUBN,NISSAN,YELLOW,2008,Double Parking,5TH AVE,Brooklyn,115
2596371622,EZQ9876,NY,COM,01/16/2014,14,SDN,VOLKSWAGEN,WHITE,1998,No Standing - Day/Time Limits,FULTON ST,Brooklyn,115
4012497650,RXJ5474,ny,PAS,11/13/2013,46,TAXI,TOYOTA,RED,2014,Double Parking,PARK AVE,Queens,115
5611808298,SGW9268,NY,PAS,02/18/2014,19,SUBN,BMW,ORANGE,2000,No Standing - Bus Stop,FLATBUSH AVE,Queens,
4738670174,PCP1458,NJ,PAS,11/24/2013,40,,HONDA,WHITE,2009,Fire Hydrant,BROADWAY,Staten Island,115
1129646731,UEZ6766,NJ,PAS,,20,SDN,TOYOTA,GRAY,2002,No Parking - Day/Time Limits,FORDHAM RD,Brooklyn,65
2568711995,CSD9030,NY,SRF,06/22/2014,98,DELV,BMW,BLACK,2001,Blocking Intersection,LEXINGTON AVE,Brooklyn,-115
1339273625,EAD5329,NY,,04/11/14,21,SDN,AUDI,BLACK,2009,No Parking - Street Cleaning,5TH AVE,Bronx,65
1330992932,VRS6205,NJ,PAS,06/04/14,37,SDN,CHEVROLET,WHITE,2000,Expired Muni Meter,JAMAICA AVE,Manhattan,65
8789830551,MEC5418,IL,PAS,03/07/14,46,SUV,NISSAN,SILVER,1998,Double Parking,FULTON ST,Brooklyn,115
6078474602,JAW2646,ny,OMT,09/18/2013,38,DELV,BMW,RED,2014,Failure to Display Muni Meter Receipt,park ave,Manhattan,
4193557045,PSA0159,NY,APP,10/06/13,14,,chevrolet,RED,2009,No Standing - Day/Time Limits,HILLSIDE AVE,Manhattan,-115
6581343068,YKJ9279,NY,PAS,11/29/2013,40,DELV,FORD,YELLOW,2003,Fire Hydrant,ATLANTIC AVE,Staten Island,115
6743818629,NGF8943,NY,PAS,10/20/2013,38,DELV,CHEVROLET,WHITE,2008,Failure to Display Muni Meter Receipt,RICHMOND AVE,Bronx,65
3986063239,GML1468,NY,APP,07/30/2013,40,DELV,FORD,BLACK,2001,Fire Hydrant,MADISON AVE,Queens,
2231663777,LDD9980,PA,PAS,04/23/2014,14,SUBN,NISSAN,BLACK,2006,No Standing - Day/Time Limits,PARK AVE,Brooklyn,115
1669531015,RTN8572,NY,PAS,04/04/14,40,VAN,toyota,BLACK,2001,Fire Hydrant,COLUMBUS AVE,Manhattan,115
9727885096,REE1603,NY,pas,08/01/13,21,SDN,TOYOTA,WHITE,2008,No Parking - Street Cleaning,PARK AVE,manhattan,65
4226091368,TES5173,VA,PAS,12/08/13,83,SDN,NISSAN,GRAY,2014,Improper Registration,NOSTRAND AVE,Manhattan,65
3161637381,KJR0120,NY,PAS,07/30/2013,14,SUBN,MERCEDES,GREEN,2003,No Standing - Day/Time Limits,HILLSIDE AVE,Brooklyn,115
5341643190,JGN9284,NY,PAS,07/26/2013,83,SDN,CHEVROLET,ORANGE,2009,Improper Registration,COLUMBUS AVE,Queens,65
8871301064,,NY,OMS,04/26/2014,21,SUV,HONDA,WHITE,,No Parking - Street Cleaning,HILLSIDE AVE,Queens,65
9057257772,CLC8948,NY,PAS,02/03/14,46,SDN,CHEVROLET,BLUE,,Double Parking,NOSTRAND AVE,Manhattan,115
8857720987,TYA3358,CT,PAS,03/15/2014,40,SDN,,BLUE,2002,Fire Hydrant,GRAND CONCOURSE,Staten Island,115
7450493016,LFA1624,NY,PAS,,71,PICK,SUBARU,GRAY,2012,Inspection Sticker Expired,HILLSIDE AVE,Queens,65
4046647159,YFW2631,NJ,PAS,09/19/2013,71,SUBN,HYUNDAI,WHITE,9999,Inspection Sticker Expired,LEXINGTON AVE,Queens,65
5968420909,GBR0335,CT,PAS,07/30/2013,21,SUBN,toyota,WH,2010,No Parking - Street Cleaning,HILLSIDE AVE,Queens,65
5179528603,DGY4242,NY,PAS,03/18/2014,19,SUV,,RED,2000,No Standing - Bus Stop,BROADWAY,Brooklyn,115
7534797217,MTP7963,NY,PAS,08/11/13,40,SUV,HONDA,BK,1999,Fire Hydrant,FULTON ST,Manhattan,115
6204917298,VJN3704,NY,PAS,10/04/13,46,SUV,FORD,GRAY,2008,Double Parking,5TH AVE,Brooklyn,115
3658772734,ERZ2755,FL,PAS,08/05/13,36,SUV,honda,GRAY,2005,Exceeding Parking Time Limit,,queens,65
6235163181,SXD3018,NY,PAS,05/01/14,74,SUBN,AUDI,BLACK,2006,Missing Required Equipment,JAMAICA AVE,Manhattan,65
4615129784,LEK0853,NY,PAS,04/08/13,98,,NISSAN,BK,2010,Blocking Intersection,FLATBUSH AVE,Manhattan,115
7306885001,AHB4729,FL,PAS,06/11/14,14,SDN,NISSAN,BLACK,2013,No Standing - Day/Time Limits,PARK AVE,Manhattan,115
8051867440,TMS2384,NY,PAS,10/29/2013,21,SUV,NISSAN,WHITE,2011,No Parking - Street Cleaning,ATLANTIC AVE,Manhattan,65
8847994784,NKE6197,NY,PAS,01/23/2014,40,SUV,HONDA,GRAY,2012,Fire Hydrant,BEDFORD AVE,Bronx,115
1707915261,LRA6502,nj,PAS,08/31/2013,20,DELV,CHEVROLET,BLACK,,No Parking - Day/Time Limits,PARK AVE,Queens,65
8745283153,NPX0788,NY,PAS,04/18/2014,71,DELV,NISSAN,BLACK,2002,Inspection Sticker Expired,FLATBUSH AVE,Brooklyn,65
8072295861,KVK4953,NY,PAS,11/04/13,21,SUV,,,2003,No Parking - Street Cleaning,ATLANTIC AVE,Manhattan,65
6131328818,KAM5743,PA,PAS,04/23/2014,38,SUV,JEEP,BLACK,2003,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Brooklyn,65
1465578258,XWM7112,NY,PAS,05/01/14,14,,,,,No Standing - Day/Time Limits,FORDHAM RD,Brooklyn,115
5629152600,,NY,COM,07-21-2013,14,DELV,AUDI,WHITE,2004,No Standing - Day/Time Limits,LEXINGTON AVE,Manhattan,115
8931126455,JFL8463,NY,PAS,05/14/2014,38,SDN,,SILVER,2013,Failure to Display Muni Meter Receipt,FULTON ST,Brooklyn,
1120468957,DQJ5655,CT,PAS,08/11/13,20,SDN,NISSAN,,2011,No Parking - Day/Time Limits,JAMAICA AVE,Brooklyn,65
2212069537,UJN1416,CT,PAS,01/31/2014,71,SDN,CHEVROLET,BLACK,2007,Inspection Sticker Expired,FLATBUSH AVE,Queens,65
3326016489,FTS8619,NY,PAS,06/02/14,21,VAN,MAZDA,RED,2006,No Parking - Street Cleaning,BEDFORD AVE,Queens,65
1280543685,VFN6165,NY,PAS,04/25/2014,71,SUV,HONDA,BLACK,1999,Inspection Sticker Expired,MADISON AVE,Manhattan,65
3564571185,GGD4527,CT,PAS,16/04/14,21,SUBN,nissan,WHITE,2014,No Parking - Street Cleaning,FORDHAM RD,Brooklyn,-65
2327660794,SDF0744,NY,PAS,03/25/2014,40,VAN,MERCEDES,SILVER,1999,Fire Hydrant,BROADWAY,,115
3369496447,ZMJ9223,NY,PAS,12/09/13,38,DELV,HONDA,BLACK,2014,Failure to Display Muni Meter Receipt,RICHMOND AVE,Brooklyn,65
1139014305,,NY,OMT,11/11/13,74,SUV,TOYOTA,BLACK,1999,Missing Required Equipment,NOSTRAND AVE,Bronx,65
2156067809,DWK1202,NY,PAS,10/13/2013,40,SDN,JEEP,SILVER,2000,Fire Hydrant,LEXINGTON AVE,Queens,115
3425783849,CKE8918,NY,PAS,06/08/14,14,DELV,HONDA,RED,,No Standing - Day/Time Limits,COLUMBUS AVE,Manhattan,115
8688960845,EWP1230,CT,PAS,12/08/13,20,SUV,HONDA,RED,2005,No Parking - Day/Time Limits,BEDFORD AVE,Manhattan,65
1196196740,JVC9632,NY,PAS,10/31/2013,40,DELV,ACURA,GRAY,9999,Fire Hydrant,NOSTRAND AVE,,115
2351112065,DBM2525,NY,SRF,11/13/2013,71,SDN,HYUNDAI,GRAY,1999,Inspection Sticker Expired,grand concourse,Manhattan,65
9347308209,GUB5716,NY,PAS,01/19/2014,37,PICK,,BLUE,2005,Expired Muni Meter,,Queens,65
6131986440,FCJ1194,NY,COM,09/06/13,21,SUV,MERCEDES,WHITE,2005,No Parking - Street Cleaning,FORDHAM RD,Bronx,65
8524105278,REG3155,NY,PAS,06/09/14,20,,BMW,WHITE,1999,No Parking - Day/Time Limits,RICHMOND AVE,Queens,65
8411774059,GTH6654,NY,COM,05/27/2014,37,SUBN,LEXUS,RED,2002,Expired Muni Meter,PARK AVE,Brooklyn,65
5182657117,PCF0482,NY,PAS,12/01/13,14,PICK,HYUNDAI,GRAY,2000,No Standing - Day/Time Limits,5TH AVE,Queens,115
5713210519,RVF2816,NY,PAS,02/20/2014,38,SUV,LEXUS,RED,2009,Failure to Display Muni Meter Receipt,MADISON AVE,Brooklyn,65
1645046796,JMX1310,NY,app,12/09/13,21,SDN,HONDA,BLACK,,No Parking - Street Cleaning,BROADWAY,Brooklyn,65
6936124697,CGZ9246,OH,COM,,46,SUBN,NISSAN,BLACK,2011,Double Parking,FULTON ST,Bronx,115
4659428530,KEE0802,NY,SRF,07/05/13,21,DELV,TOYOTA,BROWN,2004,No Parking - Street Cleaning,FORDHAM RD,Brooklyn,
2246053272,LTQ1085,CT,pas,02/20/2014,71,SDN,TOYOTA,GRAY,2006,Inspection Sticker Expired,FULTON ST,Staten Island,65
2989026093,TXQ8180,NY,PAS,05/15/2014,14,SDN,HYUNDAI,SILVER,2008,No Standing - Day/Time Limits,LEXINGTON AVE,Bronx,115
4085773843,QSA3482,NY,PAS,04/15/2014,40,SDN,TOYOTA,WHITE,2011,Fire Hydrant,JAMAICA AVE,Manhattan,115
4798477983,PCX3190,NJ,PAS,08/21/2013,74,SDN,MERCEDES,WHITE,2003,Missing Required Equipment,GRAND CONCOURSE,Manhattan,65
3809854155,XUE9196,NY,PAS,08/07/13,21,SDN,,,2000,No Parking - Street Cleaning,FULTON ST,Manhattan,65
6761334796,ZWZ6115,NY,PAS,04/02/14,14,SUV,CHEVROLET,GRAY,2010,No Standing - Day/Time Limits,park ave,Manhattan,115
4373060563,GSP1043,NY,PAS,10/18/2013,14,VAN,TOYOTA,BK,2006,No Standing - Day/Time Limits,FLATBUSH AVE,Manhattan,115
6751050163,QRZ5200,NY,PAS,03/17/2014,40,,HYUNDAI,GREEN,2013,Fire Hydrant,HILLSIDE AVE,Queens,115
2850707619,CWD3624,NY,PAS,13/11/13,19,SUBN,KIA,SILVER,2012,No Standing - Bus Stop,MADISON AVE,Manhattan,115
2664876543,WYB9517,NJ,PAS,09/06/13,37,SDN,HYUNDAI,GREEN,2013,Expired Muni Meter,FLATBUSH AVE,Brooklyn,65
3136844280,TTQ4344,NY,COM,12/26/2013,21,VAN,MERCEDES,SILVER,2006,No Parking - Street Cleaning,NOSTRAND AVE,Bronx,65
4456273760,XSQ1234,NY,PAS,08/05/13,37,SUBN,HONDA,BLACK,1999,Expired Muni Meter,JAMAICA AVE,Manhattan,65
9033553706,RQN8344,PA,PAS,11/03/13,20,,TOYOTA,,2012,No Parking - Day/Time Limits,MADISON AVE,Bronx,65
5669349652,CJF2610,NY,PAS,01/06/14,19,SUV,HYUNDAI,RED,2009,No Standing - Bus Stop,BEDFORD AVE,Manhattan,115
5699183813,WPZ3878,NJ,PAS,11/23/2013,40,sdn,HONDA,WHITE,2002,Fire Hydrant,5TH AVE,manhattan,115
2347411580,URQ9406,MA,PAS,09/19/2013,46,SUBN,VOLKSWAGEN,GRAY,2012,Double Parking,GRAND CONCOURSE,,115
9306707151,HMY0487,NY,PAS,02/10/14,20,SDN,CHEVROLET,BLUE,2002,No Parking - Day/Time Limits,FLATBUSH AVE,Queens,65
1693519046,CGK6382,,PAS,04/05/14,20,BUS,BMW,WHITE,2011,No Parking - Day/Time Limits,RICHMOND AVE,Bronx,65
6855450328,AUW3259,GA,COM,06/26/2014,20,VAN,AUDI,WHITE,1999,No Parking - Day/Time Limits,AMSTERDAM AVE,Queens,65
1383236692,FKF1227,NY,,12/02/13,40,VAN,AUDI,BLACK,9999,Fire Hydrant,JAMAICA AVE,Bronx,115
8610426538,YHV7463,NY,APP,10/05/14,37,VAN,NISSAN,SILVER,2014,Expired Muni Meter,RICHMOND AVE,Manhattan,65
9060184184,MFX2873,NY,PAS,05/31/2014,20,SDN,MAZDA,BLACK,9999,No Parking - Day/Time Limits,5TH AVE,Manhattan,65
